Karak,Al Aghwar Al Janoobiyah,Ghawr Al Safi,Al Mashnaqah
Karak,Al Qasr,Al Qasr,As Samraa
Karak,Al Qatrana,Al Qatrana,Khirbat Al Askar
Karak,Fqou,Fqou,Ar Raas
Karak,Qasabat Al Karak,Al Karak,Al Fityan
Amman,Al Jamiah,Al Jamiah,Khilda
Amman,Al Jamiah,Al Jamiah,Rujm Shajarat al Hunayti
Amman,Al Jamiah,Al Jamiah,Khirbat Al Kawm
Amman,Al Jamiah,Al Jamiah,Yajuz
Amman,Al Jamiah,Al Jamiah,Al Marbat
Amman,Al Quaysmh,Al Quaysmh,Al Hanaaifah
Amman,Naaur,Um Al Basatin,Al Hawwasiyah
Amman,Naaur,Um Al Basatin,Bayt Zir3ah
Tafilah,Tafilah,Tafilah,Ad Duwaykhilah
Tafilah,Tafilah,Tafilah,Khirbat Al Qarn
Tafilah,Busayrah,Busayrah,Ruwath
Tafilah,Busayrah,Busayrah,Ruwath
Irbid,Al Aghwar Al Shamalyah,Al Aghwar Al Shamalyah,Khirbat al Qarn
Irbid,Al Aghwar Al Shamalyah,Al Aghwar Al Shamalyah,Khirbat Sharhabeel
Irbid,Al Aghwar Al Shamalyah,Al Aghwar Al Shamalyah,Khirbat As Sasiyah
Irbid,Al Aghwar Al Shamalyah,Al Aghwar Al Shamalyah,Al Mashariqah
Irbid,Ar Ramtha,Ar Ramtha,Al Buwayb
Ajloun,Kufr Anja,Kufr Anja,Tall Habib
Maan,Qasabat Maan,Ail,Ad Dinariyah
Maan,Qasabat Maan,Al Muraygha,As Samaqah
Maan,Al Husayniyya,Al Husayniyya,Ad Da3janiyah
Maan,Al Petra,Al Petra,Jabal al Jilf
Madaba,Qasabat Madaba,Maeen,Rujm Al Murayjib
Mafraq,Al Badiah Al Shamaliyah Al Gharbiyah,Al Khaldyah,Khirbat Al Mushrif
Amman,Qasabat Amman,Al Madinah,Abdun
Amman,Qasabat Amman,Al Madinah,Amman
Mafraq,Qasabat Al Mafraq,Balama,Gharisah
Zarqa,Qasabat Al Zarqa,Beerain,Al Masarrah
Maan,Qasabat Maan,Maan,Al Awaynah
Zarqa,Al Hashimiya,Al Hashimiya,Mawzah
Balqa,Deir Alla,Deir Alla,As Sawalihah
Madaba,Theeban,Al Areed,An Naqb
Amman,Marka,Marka,Tabarbawr
Balqa,Ash Shuna Al Janoubyah,Ash Shuna Al Janoubyah,Shunat Nimrin
Balqa,Ayn Al Basha,Ayn Al Basha,Ayn Khunayzir
Balqa,Deir Alla,Deir Alla,Khirbat Abu Najrah
Aqabah,Qasabat Al Aqabah,Wadi Araba,Naqb Ar Ruba3i
Karak,Al Mazar Al Janoubi,Al Mazar Al Janoubi,Khirbat Al Dier
Amman,Al Jamiah,Al Jamiah,Al Hummar
Karak,Al Mazar Al Janoubi,Al Mazar Al Janoubi,Khirbat Madinat Ar Raas
Karak,Qasabat Al Karak,Al Karak,Khirbat ِl Kannar
Karak,Qasabat Al Karak,Al Karak,Al Mazarib
Karak,Qasabat Al Karak,Al Karak,Az Zarraah
Karak,Qasabat Al Karak,Al Karak,Khirbat Zabbubah
Amman,Al Jamiah,Al Jamiah,Khirbat Assaf
Amman,Al Jamiah,Al Jamiah,Suwaylih
Amman,Al Jamiah,Al Jamiah,Um Al Sommaq
Amman,Naaur,Husban,Sumyia
Amman,Qasabat Amman,Al Madinah,Al Haddadah
Irbid,Al Aghwar Al Shamalyah,Al Aghwar Al Shamalyah,Mohammed Salih
Jarash,Qasabat Jarash,Jarash,Khirbat Al Kawm
Irbid,Ar Ramtha,Ar Ramtha,Al Muh7
Jarash,Qasabat Jarash,Jarash,Khirbat Ash Shawahid
Maan,Qasabat Maan,Ail,Jabal Bastah
Maan,Qasabat Maan,Al Jafr,Qulban Bani Murrah
Maan,Al Petra,Al Petra,An Nuwayqah
Maan,Al Petra,Al Petra,Khirbat al Maghar
Maan,Al Shobak,Al Shobak,Al Buqah
Maan,Al Shobak,Al Shobak,Khirbat as Samraa
Madaba,Qasabat Madaba,Maeen,Zumaylat Tur Al Mujaddirin
Madaba,Qasabat Madaba,Maeen,Khirbat As Safraa
Mafraq,Al Badiah Al Shamaliyah,Um Al Qutaien,Al Mukayfitah Ash Sharqiyah
Madaba,Theeban,Al Areed,Qusayb
Balqa,Qasabat As Salt,As Salt,Khirbat al Qasr
Aqabah,Qasabat Al Aqabah,Al Aqabah,Askan Al Minaa
Aqabah,Qasabat Al Aqabah,Al Aqabah,Tall Al Khulayfah
Aqabah,Qasabat Al Aqabah,Al Aqabah,Tall Al Khalifah
Aqabah,Qasabat Al Aqabah,Wadi Araba,Maqta3 Ruaus Al Manja3ah
Karak,Al Mazar Al Janoubi,Moab,Al Mantarah
Karak,Ayy,Ayy,Al Umyan
Amman,Qasabat Amman,Al Madinah,Urjan Al Sharqiyah
Irbid,Bani Kinana,Bani Kinana,Khirbat Al Qabw
Irbid,Ar Ramtha,Ar Ramtha,Iraq Al 3abd
Maan,Al Shobak,Al Shobak,Bir At Tafi
Maan,Al Shobak,Al Shobak,Al Kur
Ajloun,Kufr Anja,Kufr Anja,Khirbt An Nilah
Maan,Al Shobak,Al Shobak,Al Khuraybah
Madaba,Theeban,Theeban,Al Halq
Zarqa,Ar Rusayfa,ArRusayfa,Ar Rusayfah
Zarqa,Qasabat Al Zarqa,Zarqa,Awjan Ash Sharqi
