adm0_name,adm1_name,adm2_name,adm3_name,adm4_name
North,Ajlun Governorate,Kufranja,Kufranja,Rajeb
North,Ajlun Governorate,Kufranja,Kufranja,Safienh
North,Ajlun Governorate,Kufranja,Kufranja,Ballas
North,Ajlun Governorate,Kufranja,Kufranja,Kufranjah
North,Ajlun Governorate,Kufranja,Kufranja,Nubah
North,Ajlun Governorate,Kufranja,Kufranja,Oqdeh
North,Ajlun Governorate,Kufranja,Kufranja,Ka'b El-Malol
North,Ajlun Governorate,Kufranja,Kufranja,Um Erramel
North,Ajlun Governorate,Kufranja,Kufranja,Berkeh
North,Ajlun Governorate,Kufranja,Kufranja,Thagret Zebaid
North,Ajlun Governorate,Kufranja,Kufranja,Harth
North,Ajlun Governorate,Qasabat Ajloun,Ajloun,Shkarah
North,Ajlun Governorate,Qasabat Ajloun,Ajloun,Fakhreh
North,Ajlun Governorate,Qasabat Ajloun,Ajloun,Kerbet Essooq
North,Ajlun Governorate,Qasabat Ajloun,Ajloun,Zarra'ah
North,Ajlun Governorate,Qasabat Ajloun,Ajloun,Sakhneh
North,Ajlun Governorate,Qasabat Ajloun,Ajloun,Anjarah
North,Ajlun Governorate,Qasabat Ajloun,Ajloun,Wahadneh
North,Ajlun Governorate,Qasabat Ajloun,Ajloun,Ajlun
North,Ajlun Governorate,Qasabat Ajloun,Ajloun,Ain Janna
North,Ajlun Governorate,Qasabat Ajloun,Ajloun,Dair Smadiyyeh Janoobi
North,Ajlun Governorate,Qasabat Ajloun,Ajloun,Dair Smadiyyeh Shamali
North,Ajlun Governorate,Qasabat Ajloun,Ajloun,Shtafaina
North,Ajlun Governorate,Qasabat Ajloun,Ajloun,Mehnah
North,Ajlun Governorate,Qasabat Ajloun,Ajloun,Tayyarah
North,Ajlun Governorate,Qasabat Ajloun,Ajloun,Halawah
North,Ajlun Governorate,Qasabat Ajloun,Ajloun,Gabal Aghdar
North,Ajlun Governorate,Qasabat Ajloun,Ajloun,Keshiebeh El-Foqa'
North,Ajlun Governorate,Qasabat Ajloun,Ajloun,Hashemiyyeh
North,Ajlun Governorate,Qasabat Ajloun,Ajloun,Sowwan
North,Ajlun Governorate,Qasabat Ajloun,Ajloun,Sofsafan
North,Ajlun Governorate,Qasabat Ajloun,Ajloun,Um El-Yanabie'
North,Ajlun Governorate,Qasabat Ajloun,Ajloun,Oasarah
North,Ajlun Governorate,Qasabat Ajloun,Ajloun,Ba'oon
North,Ajlun Governorate,Qasabat Ajloun,Ajloun,Rasoon
North,Ajlun Governorate,Qasabat Ajloun,Ajloun,Ebellien
North,Ajlun Governorate,Qasabat Ajloun,Ajloun,Ebbien
North,Ajlun Governorate,Qasabat Ajloun,Arjan,Sena'ar
North,Ajlun Governorate,Qasabat Ajloun,Arjan,Asiem
North,Ajlun Governorate,Qasabat Ajloun,Arjan,Bier Eddalyeh
North,Ajlun Governorate,Qasabat Ajloun,Arjan,Merjam
North,Ajlun Governorate,Qasabat Ajloun,Arjan,Orjan
North,Ajlun Governorate,Qasabat Ajloun,Arjan,Dair El-Barak
North,Ajlun Governorate,Qasabat Ajloun,Arjan,Ras Munif
North,Ajlun Governorate,Qasabat Ajloun,Arjan,Samta
North,Ajlun Governorate,Qasabat Ajloun,Sakhrah,Sakhrah
Central,Al Balqa Governorate,Ash Shuna Al Janoubyah,Ash Shuna Al Janoubyah,Swaimeh
Central,Al Balqa Governorate,Ash Shuna Al Janoubyah,Ash Shuna Al Janoubyah,Ramah
Central,Al Balqa Governorate,Ash Shuna Al Janoubyah,Ash Shuna Al Janoubyah,Joafet El-Kafrain
Central,Al Balqa Governorate,Ash Shuna Al Janoubyah,Ash Shuna Al Janoubyah,Shoonah Janoobiyah
Central,Al Balqa Governorate,Ash Shuna Al Janoubyah,Ash Shuna Al Janoubyah,Karamah
Central,Al Balqa Governorate,Ash Shuna Al Janoubyah,Ash Shuna Al Janoubyah,Kafrain
Central,Al Balqa Governorate,Ash Shuna Al Janoubyah,Ash Shuna Al Janoubyah,Roudhah
Central,Al Balqa Governorate,Ash Shuna Al Janoubyah,Ash Shuna Al Janoubyah,Shoonah Jadideh (Sokneh)
Central,Al Balqa Governorate,Ayn Al Basha,Ayn Al Basha,Safoot
Central,Al Balqa Governorate,Ayn Al Basha,Ayn Al Basha,Ain El-Basha
Central,Al Balqa Governorate,Ayn Al Basha,Ayn Al Basha,Baq'ah
Central,Al Balqa Governorate,Ayn Al Basha,Ayn Al Basha,Karet Abu Nsair
Central,Al Balqa Governorate,Ayn Al Basha,Ayn Al Basha,Heno
Central,Al Balqa Governorate,Ayn Al Basha,Ayn Al Basha,Um Edananier
Central,Al Balqa Governorate,Ayn Al Basha,Ayn Al Basha,Abu Hamed
Central,Al Balqa Governorate,Ayn Al Basha,Ayn Al Basha,Moobes
Central,Al Balqa Governorate,Ayn Al Basha,Ayn Al Basha,Saleehi
Central,Al Balqa Governorate,Ayn Al Basha,Ayn Al Basha,Romman
Central,Al Balqa Governorate,Ayn Al Basha,Ayn Al Basha,Jaidiyyeh
Central,Al Balqa Governorate,Ayn Al Basha,Ayn Al Basha,Salhoob
Central,Al Balqa Governorate,Ayn Al Basha,Ayn Al Basha,Shewahi El-Gharbi
Central,Al Balqa Governorate,Ayn Al Basha,Ayn Al Basha,Um Njasah
Central,Al Balqa Governorate,Ayn Al Basha,Ayn Al Basha,Sahlooliyyeh
Central,Al Balqa Governorate,Ayn Al Basha,Ayn Al Basha,Um Sendyaneh
Central,Al Balqa Governorate,Deir Alla,Deir Alla,Ghour Kebed
Central,Al Balqa Governorate,Deir Alla,Deir Alla,Damia
Central,Al Balqa Governorate,Deir Alla,Deir Alla,M'addi
Central,Al Balqa Governorate,Deir Alla,Deir Alla,Twal Janoobi
Central,Al Balqa Governorate,Deir Alla,Deir Alla,Abu Ezzighan
Central,Al Balqa Governorate,Deir Alla,Deir Alla,Dair Alla
Central,Al Balqa Governorate,Deir Alla,Deir Alla,Dherar
Central,Al Balqa Governorate,Deir Alla,Deir Alla,Khazma
Central,Al Balqa Governorate,Deir Alla,Deir Alla,Balaooneh
Central,Al Balqa Governorate,Deir Alla,Deir Alla,Muthallath El-Masri
Central,Al Balqa Governorate,Deir Alla,Deir Alla,Muthallath El-Ardhah
Central,Al Balqa Governorate,Deir Alla,Deir Alla,Twal Shamali
Central,Al Balqa Governorate,Deir Alla,Deir Alla,Debab
Central,Al Balqa Governorate,Deir Alla,Deir Alla,Dhahret Erramel
Central,Al Balqa Governorate,Deir Alla,Deir Alla,Maisarat Fannosh
Central,Al Balqa Governorate,Deir Alla,Deir Alla,Rwaihah
Central,Al Balqa Governorate,Mahis Wa Al Fuhays,Mahis Wa Al Fuhays,Mahes
Central,Al Balqa Governorate,Mahis Wa Al Fuhays,Mahis Wa Al Fuhays,Fuhais
Central,Al Balqa Governorate,Qasabat As Salt,Al Arda,Haqawah
Central,Al Balqa Governorate,Qasabat As Salt,Al Arda,Maisarah
Central,Al Balqa Governorate,Qasabat As Salt,Al Arda,Sbaihi
Central,Al Balqa Governorate,Qasabat As Salt,Al Arda,Bayyoodah Gharbiyyeh
Central,Al Balqa Governorate,Qasabat As Salt,Al Arda,Jarriesh
Central,Al Balqa Governorate,Qasabat As Salt,Al Arda,Elaiqoon
Central,Al Balqa Governorate,Qasabat As Salt,Al Arda,Bayyoodhah Shamaliyyeh
Central,Al Balqa Governorate,Qasabat As Salt,Al Arda,Dhraissat
Central,Al Balqa Governorate,Qasabat As Salt,Al Arda,Qsaib
Central,Al Balqa Governorate,Qasabat As Salt,Al Arda,Bayyoodah Sharqiyyeh
Central,Al Balqa Governorate,Qasabat As Salt,Al Arda,Khashfeh
Central,Al Balqa Governorate,Qasabat As Salt,Al Arda,Azab
Central,Al Balqa Governorate,Qasabat As Salt,Al Arda,Bwaib
Central,Al Balqa Governorate,Qasabat As Salt,Alan Wa Zay,Siehan
Central,Al Balqa Governorate,Qasabat As Salt,Alan Wa Zay,Da'am
Central,Al Balqa Governorate,Qasabat As Salt,Alan Wa Zay,Sala'of
Central,Al Balqa Governorate,Qasabat As Salt,Alan Wa Zay,Rmemen
Central,Al Balqa Governorate,Qasabat As Salt,Alan Wa Zay,Um El-Amad
Central,Al Balqa Governorate,Qasabat As Salt,Alan Wa Zay,Diereh Sharqiyyeh
Central,Al Balqa Governorate,Qasabat As Salt,Alan Wa Zay,Allan
Central,Al Balqa Governorate,Qasabat As Salt,Alan Wa Zay,Jal'ad
Central,Al Balqa Governorate,Qasabat As Salt,Alan Wa Zay,Soomia
Central,Al Balqa Governorate,Qasabat As Salt,Alan Wa Zay,Waseah
Central,Al Balqa Governorate,Qasabat As Salt,Alan Wa Zay,Zayy
Central,Al Balqa Governorate,Qasabat As Salt,Alan Wa Zay,Um Jauzeh
Central,Al Balqa Governorate,Qasabat As Salt,Alan Wa Zay,Msherfah
Central,Al Balqa Governorate,Qasabat As Salt,Alan Wa Zay,Diereh Gharbiyyeh
Central,Al Balqa Governorate,Qasabat As Salt,As Salt,Salt
Central,Al Balqa Governorate,Qasabat As Salt,As Salt,Yazeediyyeh
Central,Al Balqa Governorate,Qasabat As Salt,As Salt,Modari
Central,Al Balqa Governorate,Qasabat As Salt,As Salt,Wadi Essahn
Central,Al Balqa Governorate,Qasabat As Salt,As Salt,Hdaib
Central,Al Balqa Governorate,Qasabat As Salt,As Salt,Wadi Ennaqah
Central,Al Balqa Governorate,Qasabat As Salt,As Salt,Za'tari
Central,Al Balqa Governorate,Qasabat As Salt,As Salt,Um Karubah
Central,Al Balqa Governorate,Qasabat As Salt,Ira Wa Yarqa,Yarqa
Central,Al Balqa Governorate,Qasabat As Salt,Ira Wa Yarqa,Ira
Central,Al Balqa Governorate,Qasabat As Salt,Ira Wa Yarqa,Wadi Sho'aib
South,Al Aqabah Governorate,Qasabat Al Aqabah,Al Aqabah,Kaldi
South,Al Aqabah Governorate,Qasabat Al Aqabah,Al Aqabah,Teten
South,Al Aqabah Governorate,Qasabat Al Aqabah,Al Aqabah,Aqaba
South,Al Aqabah Governorate,Qasabat Al Aqabah,Al Aqabah,Re'a Sa'adeh
South,Al Aqabah Governorate,Qasabat Al Aqabah,Al Aqabah,Mezfer
South,Al Aqabah Governorate,Qasabat Al Aqabah,Wadi Araba,Qatar
South,Al Aqabah Governorate,Qasabat Al Aqabah,Wadi Araba,Rahmah
South,Al Aqabah Governorate,Qasabat Al Aqabah,Wadi Araba,Gharandal
South,Al Aqabah Governorate,Qasabat Al Aqabah,Wadi Araba,Reisheh
South,Al Aqabah Governorate,Qasabat Al Aqabah,Wadi Araba,Beir Mathkoor
South,Al Aqabah Governorate,Qasabat Al Aqabah,Wadi Araba,Qraiqreh
South,Al Aqabah Governorate,Qasabat Al Aqabah,Wadi Araba,Fienan
South,Al Aqabah Governorate,Al Quwayra,Al Daysah,Ghal
South,Al Aqabah Governorate,Al Quwayra,Al Quwayra,Rum
South,Al Aqabah Governorate,Al Quwayra,Al Quwayra,Mnaishier
South,Al Aqabah Governorate,Al Quwayra,Al Quwayra,Taweel
South,Al Aqabah Governorate,Al Quwayra,Al Quwayra,Diesah
South,Al Aqabah Governorate,Al Quwayra,Al Quwayra,Twaiseh
South,Al Aqabah Governorate,Al Quwayra,Al Quwayra,Mojamma' Eshahenat
South,Al Aqabah Governorate,Al Quwayra,Al Quwayra,Shakriyyeh
South,Al Aqabah Governorate,Al Quwayra,Al Quwayra,Sallheiah
South,Al Aqabah Governorate,Al Quwayra,Al Quwayra,Rashdyah
South,Al Aqabah Governorate,Al Quwayra,Al Quwayra,Quairah
South,Al Aqabah Governorate,Al Quwayra,Al Quwayra,Hmaimieh Jadiedeh
South,Al Aqabah Governorate,Al Quwayra,Al Quwayra,Dabbet Hanoot
South,Al Aqabah Governorate,Al Quwayra,Al Quwayra,Asaleah
South,Al Aqabah Governorate,Al Quwayra,Al Quwayra,Hmaimieh
South,Al Aqabah Governorate,Al Quwayra,Al Quwayra,Um El-Bsateen
South,Al Karak Governorate,Aghwar Janoobiyah,Ghawr Al Mazr'ha,Ghawr Dra'
South,Al Karak Governorate,Aghwar Janoobiyah,Ghawr Al Mazr'ha,Ghawr Almazra'a
South,Al Karak Governorate,Aghwar Janoobiyah,Ghawr Al Mazr'ha,Blaidet Almazra'a
South,Al Karak Governorate,Aghwar Janoobiyah,Ghawr Al Mazr'ha,Ghawr Hadiethah
South,Al Karak Governorate,Aghwar Janoobiyah,Ghawr Al Mazr'ha,Blaidet Hadiethah
South,Al Karak Governorate,Aghwar Janoobiyah,Ghawr Al Safi,Ghawr Assal
South,Al Karak Governorate,Aghwar Janoobiyah,Ghawr Al Safi,Mamorah
South,Al Karak Governorate,Aghwar Janoobiyah,Ghawr Al Safi,Ghawr Faifa
South,Al Karak Governorate,Aghwar Janoobiyah,Ghawr Al Safi,Ghawr Safi
South,Al Karak Governorate,Al Qasr,Al Qasr,Rabbah
South,Al Karak Governorate,Al Qasr,Al Qasr,Hmood
South,Al Karak Governorate,Al Qasr,Al Qasr,Demnah
South,Al Karak Governorate,Al Qasr,Al Qasr,Yaroot
South,Al Karak Governorate,Al Qasr,Al Qasr,Smakiyyeh
South,Al Karak Governorate,Al Qasr,Al Qasr,Qasr
South,Al Karak Governorate,Al Qasr,Al Qasr,Sheehan
South,Al Karak Governorate,Al Qasr,Al Qasr,Rawdah
South,Al Karak Governorate,Al Qasr,Al Qasr,Rashadeih
South,Al Karak Governorate,Al Qasr,Al Mawjib,Jada'
South,Al Karak Governorate,Al Qasr,Al Mawjib,Mes'ar
South,Al Karak Governorate,Al Qasr,Al Mawjib,Mghayyer
South,Al Karak Governorate,Al Qasr,Al Mawjib,Abu Trabah
South,Al Karak Governorate,Al Qasr,Al Mawjib,Riha
South,Al Karak Governorate,Al Qasr,Al Mawjib,Alyeh
South,Al Karak Governorate,Al Qasr,Al Mawjib,Mowjeb
South,Al Karak Governorate,Al Qatrana,Al Qatrana,Qatraneh
South,Al Karak Governorate,Al Qatrana,Al Qatrana,Sad El-Soltani
South,Al Karak Governorate,Al Qatrana,Al Qatrana,Wadi Abyadh
South,Al Karak Governorate,Al Mazar Al janoubi,Al Mazar,Hamediyyeh
South,Al Karak Governorate,Al Mazar Al janoubi,Al Mazar,Aina
South,Al Karak Governorate,Al Mazar Al janoubi,Al Mazar,Shqaira El-Sharqiyyeh
South,Al Karak Governorate,Al Mazar Al janoubi,Al Mazar,Mhiyy
South,Al Karak Governorate,Al Mazar Al janoubi,Al Mazar,No'aymeh
South,Al Karak Governorate,Al Mazar Al janoubi,Al Mazar,That Ras
South,Al Karak Governorate,Al Mazar Al janoubi,Al Mazar,Hashemiyyeh Janoobiyyeh
South,Al Karak Governorate,Al Mazar Al janoubi,Al Mazar,Baqi'e Srarah
South,Al Karak Governorate,Al Mazar Al janoubi,Al Mazar,Esrarah
South,Al Karak Governorate,Al Mazar Al janoubi,Al Mazar,Jwair
South,Al Karak Governorate,Al Mazar Al janoubi,Al Mazar,Majra
South,Al Karak Governorate,Al Mazar Al janoubi,Al Mazar,Mjaidel
South,Al Karak Governorate,Al Mazar Al janoubi,Al Mazar,Ejhara
South,Al Karak Governorate,Al Mazar Al janoubi,Al Mazar,Hartheyyeh
South,Al Karak Governorate,Al Mazar Al janoubi,Al Mazar,Manshiyyet El-Mazar
South,Al Karak Governorate,Al Mazar Al janoubi,Al Mazar,Isawaiyyeh
South,Al Karak Governorate,Al Mazar Al janoubi,Al Mazar,Omqah
South,Al Karak Governorate,Al Mazar Al janoubi,Al Mazar,Tayybeh
South,Al Karak Governorate,Al Mazar Al janoubi,Al Mazar,Jozeh
South,Al Karak Governorate,Al Mazar Al janoubi,Al Mazar,Sool
South,Al Karak Governorate,Al Mazar Al janoubi,Al Mazar,Dabbakeh
South,Al Karak Governorate,Al Mazar Al janoubi,Al Mazar,Mazar Janoobee
South,Al Karak Governorate,Al Mazar Al janoubi,Al Mazar,Eraq
South,Al Karak Governorate,Al Mazar Al janoubi,Al Mazar,Mo'tah
South,Al Karak Governorate,Al Mazar Al janoubi,Al Mazar,Hadbeh
South,Al Karak Governorate,Al Mazar Al janoubi,Al Mazar,Khokha
South,Al Karak Governorate,Al Mazar Al janoubi,Al Mazar,Shariefeh
South,Al Karak Governorate,Al Mazar Al janoubi,Al Mazar,Shqaira El-Gharbiyyeh
South,Al Karak Governorate,Al Mazar Al janoubi,Al Mazar,Talbiyyeh
South,Al Karak Governorate,Al Mazar Al janoubi,Al Mazar,Um El-Ghozlan
South,Al Karak Governorate,Al Mazar Al janoubi,Al Mazar,Um El-Khanazeer
South,Al Karak Governorate,Al Mazar Al janoubi,Al Mazar,Um El-Yanabi'e
South,Al Karak Governorate,Al Mazar Al janoubi,Al Mazar,Dabbeh
South,Al Karak Governorate,Al Mazar Al janoubi,Al Mazar,Dahriyyeh
South,Al Karak Governorate,Al Mazar Al janoubi,Mo'ab,Husseiniyyeh
South,Al Karak Governorate,Al Mazar Al janoubi,Mo'ab,Um Hamat
South,Al Karak Governorate,Al Mazar Al janoubi,Mo'ab,Khaldiyyeh
South,Al Karak Governorate,Al Mazar Al janoubi,Mo'ab,Faisaliyyeh
South,Al Karak Governorate,Al Mazar Al janoubi,Mo'ab,Omariyyeh
South,Al Karak Governorate,Al Mazar Al janoubi,Mo'ab,Kaderiyyeh
South,Al Karak Governorate,Ayy,Ayy,Ayy
South,Al Karak Governorate,Ayy,Ayy,Kathrabba
South,Al Karak Governorate,Ayy,Ayy,Joza
South,Al Karak Governorate,Ayy,Ayy,Joza
South,Al Karak Governorate,Ayy,Ayy,Joza
South,Al Karak Governorate,Ayy,Ayy,Joza
South,Al Karak Governorate,Fqou,Fqou,Serfa
South,Al Karak Governorate,Fqou,Fqou,Majdoleen
South,Al Karak Governorate,Fqou,Fqou,Emra'
South,Al Karak Governorate,Fqou,Fqou,Faqo'e
South,Al Karak Governorate,Fqou,Fqou,Shahtoor
South,Al Karak Governorate,Fqou,Fqou,Zahra'
South,Al Karak Governorate,Qasabat Al Karak,Al Karak,Merwed
South,Al Karak Governorate,Qasabat Al Karak,Al Karak,Median
South,Al Karak Governorate,Qasabat Al Karak,Al Karak,Mshairfeh
South,Al Karak Governorate,Qasabat Al Karak,Al Karak,Ghwair
South,Al Karak Governorate,Qasabat Al Karak,Al Karak,Ma'mooniyyeh
South,Al Karak Governorate,Qasabat Al Karak,Al Karak,Ainoon
South,Al Karak Governorate,Qasabat Al Karak,Al Karak,Azezieh
South,Al Karak Governorate,Qasabat Al Karak,Al Karak,Karak
South,Al Karak Governorate,Qasabat Al Karak,Al Karak,Thaniyyeh
South,Al Karak Governorate,Qasabat Al Karak,Al Karak,Zahoom
South,Al Karak Governorate,Qasabat Al Karak,Al Karak,Manshiyyet Abu Hammoor
South,Al Karak Governorate,Qasabat Al Karak,Al Karak,Salhiyyeh
South,Al Karak Governorate,Qasabat Al Karak,Al Karak,Samra
South,Al Karak Governorate,Qasabat Al Karak,Al Karak,Ader
South,Al Karak Governorate,Qasabat Al Karak,Al Karak,Sakka
South,Al Karak Governorate,Qasabat Al Karak,Al Karak,Qraifleh
South,Al Karak Governorate,Qasabat Al Karak,Al Karak,Abdaliyyeh
South,Al Karak Governorate,Qasabat Al Karak,Al Karak,Bathan
South,Al Karak Governorate,Qasabat Al Karak,Al Karak,Baqea'
South,Al Karak Governorate,Qasabat Al Karak,Al Karak,Rakeen
South,Al Karak Governorate,Qasabat Al Karak,Al Karak,Waseiyeh
South,Al Karak Governorate,Qasabat Al Karak,Al Karak,Moomia
South,Al Karak Governorate,Qasabat Al Karak,Al Karak,Lajoon
South,Al Karak Governorate,Qasabat Al Karak,Al Karak,Um Rommaneh
South,Al Karak Governorate,Qasabat Al Karak,Al Karak,Zaghairiyyeh
South,Al Karak Governorate,Qasabat Al Karak,Al Karak,Jadiedh
South,Al Karak Governorate,Qasabat Al Karak,Al Karak,Battier
South,Al Karak Governorate,Qasabat Al Karak,Al Karak,Adnaniyyeh
South,Al Karak Governorate,Qasabat Al Karak,Al Karak,Barada
South,Al Karak Governorate,Qasabat Al Karak,Al Karak,Kamnah
South,Al Karak Governorate,Qasabat Al Karak,Al Karak,Rashdiyyeh
South,Al Karak Governorate,Qasabat Al Karak,Al Karak,Shehabiyyeh
South,Al Karak Governorate,Qasabat Al Karak,Al Karak,Mahmodeyeh
South,Al Karak Governorate,Qasabat Al Karak,Al Karak,Mraighah
South,Al Karak Governorate,Qasabat Al Karak,Al Karak,Houyeh
South,Al Karak Governorate,Qasabat Al Karak,Al Karak,Wadi Ibin Hamad
Central,Amman Governorate,Al Jamiah,Al Jamiah,Swaileh
Central,Amman Governorate,Al Jamiah,Al Jamiah,Jbaiha
Central,Amman Governorate,Al Jamiah,Al Jamiah,Shafa Badran
Central,Amman Governorate,Al Jamiah,Al Jamiah,"Tla'a Alali, Khelda, Um Essommaq"
Central,Amman Governorate,Al Jamiah,Al Jamiah,Eskan Abu Nsair
Central,Amman Governorate,Al Jiza,Al Jiza,Dab`ah
Central,Amman Governorate,Al Jiza,Al Jiza,Za'faran
Central,Amman Governorate,Al Jiza,Al Jiza,Edlayla (Dalielet Mtairat)
Central,Amman Governorate,Al Jiza,Al Jiza,Netel
Central,Amman Governorate,Al Jiza,Al Jiza,Soofa
Central,Amman Governorate,Al Jiza,Al Jiza,Um Qsair
Central,Amman Governorate,Al Jiza,Al Jiza,Manarah
Central,Amman Governorate,Al Jiza,Al Jiza,Zwezia
Central,Amman Governorate,Al Jiza,Al Jiza,Jizeh
Central,Amman Governorate,Al Jiza,Al Jiza,Jlool
Central,Amman Governorate,Al Jiza,Al Jiza,Salahia (Zabayer Twal)
Central,Amman Governorate,Al Jiza,Al Jiza,Manja
Central,Amman Governorate,Al Jiza,Al Jiza,Qastal
Central,Amman Governorate,Al Jiza,Al Jiza,Um Rommaneh
Central,Amman Governorate,Al Jiza,Al Jiza,Um Elamad
Central,Amman Governorate,Al Jiza,Al Jiza,Tnaib
Central,Amman Governorate,Al Jiza,Al Jiza,Arainbeh Gharbiyyeh
Central,Amman Governorate,Al Jiza,Al Jiza,Arainbeh Sharqiyyeh
Central,Amman Governorate,Al Jiza,Al Jiza,Baseleih
Central,Amman Governorate,Al Jiza,Al Jiza,Howwarah
Central,Amman Governorate,Al Jiza,Al Jiza,Kaldeh
Central,Amman Governorate,Al Jiza,Al Jiza,Naseriyyeh
Central,Amman Governorate,Al Jiza,Al Jiza,Qanater
Central,Amman Governorate,Al Jiza,Al Jiza,Qnaitreh
Central,Amman Governorate,Al Jiza,Al Jiza,Saifeih (Zabayer Knayan)
Central,Amman Governorate,Al Jiza,Al Jiza,Thamad
Central,Amman Governorate,Al Jiza,Al Jiza,Um Elwalied
Central,Amman Governorate,Al Jiza,Al Jiza,Zainab
Central,Amman Governorate,Al Jiza,Al Jiza,Zmaileh
Central,Amman Governorate,Al Jiza,Al Jiza,Hammam El-Shmoot
Central,Amman Governorate,Al Jiza,Al Jiza,Hammam El-Tallaq
Central,Amman Governorate,Al Jiza,Al Jiza,Mshatta
Central,Amman Governorate,Al Jiza,Al Jiza,Sh'hba (Zabayer Wtairi)
Central,Amman Governorate,Al Jiza,Al Jiza,Khadra
Central,Amman Governorate,Al Jiza,Al Jiza,Zaitooneh
Central,Amman Governorate,Al Jiza,Al Jiza,Khrayyem
Central,Amman Governorate,Al Jiza,Al Jiza,Mukhayyam Talbiyyeh
Central,Amman Governorate,Al Jiza,Al Jiza,Kan El-Zabib
Central,Amman Governorate,Al Jiza,Al Jiza,Tharah
Central,Amman Governorate,Al Jiza,Al Jiza,Libban
Central,Amman Governorate,Al Jiza,Al Jiza,Matabah (Mastabah)
Central,Amman Governorate,Al Jiza,Al Jiza,Falej (Rabyyeh)
Central,Amman Governorate,Al Jiza,Al Jiza,Ktafeh
Central,Amman Governorate,Al Jiza,Al Jiza,Laseen
Central,Amman Governorate,Al Jiza,Al Jiza,Majedeah (Zabarah)
Central,Amman Governorate,Al Jiza,Um Al-Rasas,Khannan (Ndwah)
Central,Amman Governorate,Al Jiza,Um Al-Rasas,Swaqah
Central,Amman Governorate,Al Jiza,Um Al-Rasas,Ramah
Central,Amman Governorate,Al Jiza,Um Al-Rasas,Jmayal
Central,Amman Governorate,Al Jiza,Um Al-Rasas,Msaitbah
Central,Amman Governorate,Al Jiza,Um Al-Rasas,Mshairfah
Central,Amman Governorate,Al Jiza,Um Al-Rasas,Ramil
Central,Amman Governorate,Al Jiza,Um Al-Rasas,Buhairat (Mansheat El-suareah)
Central,Amman Governorate,Al Jiza,Um Al-Rasas,Abu Hlaileefeh
Central,Amman Governorate,Al Jiza,Um Al-Rasas,Rojom Eqab
Central,Amman Governorate,Al Jiza,Um Al-Rasas,Rojom Fhaid
Central,Amman Governorate,Al Jiza,Um Al-Rasas,Salyeh
Central,Amman Governorate,Al Jiza,Um Al-Rasas,Thrayya
Central,Amman Governorate,Al Jiza,Um Al-Rasas,Um Rsas
Central,Amman Governorate,Al Jiza,Um Al-Rasas,Yahoon
Central,Amman Governorate,Al Jiza,Um Al-Rasas,Toar Hashash
Central,Amman Governorate,Al Jiza,Um Al-Rasas,Elayyan
Central,Amman Governorate,Al Jiza,Um Al-Rasas,Damki
Central,Amman Governorate,Al Quaysmh,Al Quaysmh,"Khraibet Essooq, Jawa, Yadoodeh"
Central,Amman Governorate,Al Quaysmh,Al Quaysmh,"Um Qsair, Moqabaleen"
Central,Amman Governorate,Al Quaysmh,Al Quaysmh,"Alquaismeh, Aljwaydeh, Abu Alanda,Alrajeeb"
Central,Amman Governorate,Al Quaysmh,Al Quaysmh,Binayat
Central,Amman Governorate,Al Quaysmh,Al Quaysmh,Um El-Kindam
Central,Amman Governorate,Marka,Marka,Marka
Central,Amman Governorate,Marka,Marka,Tareq
Central,Amman Governorate,Marka,Marka,Alnaser
Central,Amman Governorate,Marka,Marka,Basman
Central,Amman Governorate,Marka,Marka,Rmedan
Central,Amman Governorate,Marka,Marka,Baidha
Central,Amman Governorate,Mwaqqar,Mwaqqar,Mowaqqar
Central,Amman Governorate,Mwaqqar,Mwaqqar,Faisaliyyeh
Central,Amman Governorate,Mwaqqar,Mwaqqar,Ghazaleh
Central,Amman Governorate,Mwaqqar,Mwaqqar,Hunaifiyyeh
Central,Amman Governorate,Mwaqqar,Mwaqqar,Manshiyyeh
Central,Amman Governorate,Mwaqqar,Mwaqqar,Naqera
Central,Amman Governorate,Mwaqqar,Mwaqqar,Raudet Hussen Namuthajeh
Central,Amman Governorate,Mwaqqar,Mwaqqar,Um Botmah
Central,Amman Governorate,Mwaqqar,Mwaqqar,Zmailat
Central,Amman Governorate,Mwaqqar,Mwaqqar,Jnab
Central,Amman Governorate,Mwaqqar,Mwaqqar,Hatmeia
Central,Amman Governorate,Mwaqqar,Mwaqqar,Maghayer Mhanna
Central,Amman Governorate,Mwaqqar,Mwaqqar,Dhaibeh Sharqiyyeh
Central,Amman Governorate,Mwaqqar,Mwaqqar,Hashimeyyah
Central,Amman Governorate,Mwaqqar,Mwaqqar,Dhaibeh Gharbiyyeh
Central,Amman Governorate,Mwaqqar,Rujm Al shami,Rojom Shami Gharbi
Central,Amman Governorate,Mwaqqar,Rujm Al shami,Salem
Central,Amman Governorate,Mwaqqar,Rujm Al shami,Rojom Shami Sharqi
Central,Amman Governorate,Naur,Husban,Mshkar
Central,Amman Governorate,Naur,Husban,Rawdhah
Central,Amman Governorate,Naur,Husban,Hesban
Central,Amman Governorate,Naur,Husban,Karmet Hesban
Central,Amman Governorate,Naur,Husban,Manshiyyet Hesban
Central,Amman Governorate,Naur,Husban,Sail Hesban
Central,Amman Governorate,Naur,Naur,Bal'as
Central,Amman Governorate,Naur,Naur,Na'oor
Central,Amman Governorate,Naur,Naur,Abu Naqlah
