adm0_name,adm1_name,adm2_name,adm3_name,adm4_name
Central,Az Zarqa Governorate,Zarqa Qasabah,Beerain,Um Rommaneh
Central,Az Zarqa Governorate,Zarqa Qasabah,Beerain,Kamsha
Central,Az Zarqa Governorate,Zarqa Qasabah,Beerain,Alook
Central,Az Zarqa Governorate,Zarqa Qasabah,Beerain,Khalleh
Central,Az Zarqa Governorate,Zarqa Qasabah,Beerain,Reyad
Central,Az Zarqa Governorate,Zarqa Qasabah,Beerain,Saharah
Central,Az Zarqa Governorate,Zarqa Qasabah,Beerain,Ewailiyyeh
Central,Az Zarqa Governorate,Zarqa Qasabah,Beerain,Masarrah Sharqiyyeh
Central,Az Zarqa Governorate,Zarqa Qasabah,Beerain,MasarrahGharbiyyeh
Central,Az Zarqa Governorate,Zarqa Qasabah,Beerain,Mekman
Central,Az Zarqa Governorate,Zarqa Qasabah,Beerain,Naseryah
Central,Az Zarqa Governorate,Zarqa Qasabah,Beerain,Um El-Byar
Central,Az Zarqa Governorate,Zarqa Qasabah,Beerain,Um El-Fat'ier
Central,Az Zarqa Governorate,Zarqa Qasabah,Beerain,Um Khashibeh
Central,Az Zarqa Governorate,Zarqa Qasabah,Beerain,Rojom Eshoak
Central,Az Zarqa Governorate,Zarqa Qasabah,Beerain,Sarroot
Central,Az Zarqa Governorate,Zarqa Qasabah,Beerain,Ain El-Hawaya
Central,Az Zarqa Governorate,Zarqa Qasabah,Beerain,Ain Saber
Central,Az Zarqa Governorate,Zarqa Qasabah,Beerain,Maqam Isa
Central,Az Zarqa Governorate,Zarqa Qasabah,Beerain,Wadi Esswan
Central,Az Zarqa Governorate,Zarqa Qasabah,Beerain,Makethat
Central,Az Zarqa Governorate,Zarqa Qasabah,Al Azraq,Azraq Shamali
Central,Az Zarqa Governorate,Zarqa Qasabah,Al Azraq,Azraq Janoobi
Central,Az Zarqa Governorate,Zarqa Qasabah,Al Azraq,Ain El-Baidha
Central,Az Zarqa Governorate,Zarqa Qasabah,Al Azraq,Qaser Amrah
Central,Az Zarqa Governorate,Zarqa Qasabah,Al Azraq,Omari
Central,Az Zarqa Governorate,Zarqa Qasabah,Al Azraq,Kaedet Selah Jaw (Moafaq Salti)
Central,Az Zarqa Governorate,Al-Hashimiya,Al-Hashimiya,Biereh
Central,Az Zarqa Governorate,Al-Hashimiya,Al-Hashimiya,Sokhneh
Central,Az Zarqa Governorate,Al-Hashimiya,Al-Hashimiya,Rahayal
Central,Az Zarqa Governorate,Al-Hashimiya,Al-Hashimiya,Hashemiyah
Central,Az Zarqa Governorate,Al-Hashimiya,Al-Hashimiya,Doqarah
Central,Az Zarqa Governorate,Al-Hashimiya,Al-Hashimiya,Kherbeh Samra(Raudit Al Amir Mohamad)
Central,Az Zarqa Governorate,Al-Hashimiya,Al-Hashimiya,Qnayyeh
Central,Az Zarqa Governorate,Al-Hashimiya,Al-Hashimiya,Abu Ezzieghan
Central,Az Zarqa Governorate,Al-Hashimiya,Al-Hashimiya,Um Essalleeh
Central,Az Zarqa Governorate,Al-Hashimiya,Al-Hashimiya,Tawahien Adwan
Central,Az Zarqa Governorate,Al-Hashimiya,Al-Hashimiya,Dab'an
Central,Az Zarqa Governorate,Al-Hashimiya,Al-Hashimiya,Ghraiseh
